d_fiscal_year,total,total_constant_2019_dollars
2017-2018,10744.57,11073.06
2018-2019,98533.72,99664.17
2019-2020,709966.86,705117.35
2020-2021,5213839.46,4977574.27
2021-2022,7483866.81,6984870.53
