d_vendor_name,overall_total
CANADIAN BANK NOTE COMPANY,538948160.31
VFS GLOBAL,385668140.71
L AGENCE,94768679.43
VERITAAQ TECHNOLOGY HOUSE,78205863.69
CANADIAN CORPS OF COMMISSIONAIRES,71913208.78
MINDWIRE SYSTEMS,71042078.38
XPERA RISK MITIGATION INVESTIGATION,59275756.46
ORACLE CANADA,54402215.38
MODIS CANADA,49287968.44
RANDSTAD,47999317.56
MEDAVIE,38542694.19
CANADIAN RED CROSS,32162421.78
DELOITTE,30861902.65
ACCENTURE,28466022.68
MCKINSEY AND COMPANY,27739522.50
SI SYSTEMS,27227650.73
MAPLESOFT CONSULTING,26747376.57
FUJITSU,25328144.26
ADRM TECHNOLOGY CONSULTING,23315791.67
IBM CANADA,23294775.50
CORADIX TECHNOLOGY CONSULTING,21948257.38
GARTNER,19197204.61
CGI,18392063.49
COSSETTE COMMUNICATIONS,15516014.30
1037612 TT VISA SERVICES,15449016.38
DEV HOTEL CONFERENCE CENTRE,15000000.00
"NAV CANADA",14999999.00
EXCEL HUMAN RESOURCES,14717403.05
VISA SERVICES,14526414.32
DALIAN ENTERPRISES,13009738.95
THE AIM GROUP,12053569.81
CALIAN,11019357.07
MICROSOFT CANADA,10822193.84
ST JOHN AMBULANCE,9813802.75
IRON MOUNTAIN,9418489.76
DYNABOOK CANADA,9068123.94
GARDA SECURITY GROUP,8696820.08
ADVANCED CHIPPEWA TECHNOLOGIES,7930420.18
NISHA TECHONOLOGIES,7279740.89
RICOH,6449607.93
SAP,5314824.58
PRICEWATERHOUSE COOPERS,5042853.50
MISHKUMI TECHNOLOGIES,5025112.77
"NACRIS",4967513.22
MAKWA RESOURCING,4848083.53
HYPERTEC,4635998.75
RANDSTAD INTERIM INTERIM,4109703.27
CARAHSOFT TECHNOLOGY,4094446.95
ADSS 6175015 CANADA,4030193.91
NEPTUNE SECURITY SERVICES,3893664.27
PURESPIRIT SOLUTIONS,3811852.79
PORTS 79,3807938.44
GILMORE REPRODUCTIONS,3725334.04
ACTION PERSONNEL OF OTTAWA HULL,3685184.76
MASUD TRADING COMPANY,3495990.59
IBISKA TELECOM,3285662.50
DONNA CONA,2951785.45
COFOMO,2882630.00
SAS INSTITUTE,2708497.86
ADVANCED BUSINESS INTERIORS,2693660.15
DARE HUMAN RESOURCES,2677648.29
NORTHERN MICRO,2160689.05
CDW CANADA,2151925.75
LUMINA IT,2119048.73
TRM TECHNOLOGIES,2089361.70
PROCOM CONSULTANTS,2036030.10
TEKNION,1912550.02
G PLUS INDUSTRIES,1721541.85
TPG TECHNOLOGY CONSULTANTS,1692240.74
ADGA GROUP,1560574.91
DATA COMMUNICATIONS MANAGEMENT,1466538.41
GRAYBRIDGE INTERNATIONAL CONSULTING,1455397.93
WORLDREACH SOFTWARE,1382648.25
CBCI TELECOM,1368099.21
MOMENTUM SOLUTIONS,1361732.87
FORRESTER RESEARCH,1359069.86
QMR,1050980.43
NITAM SOLUTIONS,974925.51
TEKSYSTEMS CANADA,949577.63
BDO CANADA,813820.35
SYSTEMATIX SOLUTIONS,810806.21
THE HALIFAX GROUP,790487.82
PORTAGE PERSONNEL,784064.63
XEROX,749594.83
EMTEC,736671.77
PROSCI CANADA,732543.37
6771581 CANADA,710984.37
APPLIED ELECTONICS,709510.26
LOWE MARTIN COMPANY,691224.28
SAMSON ASSOCIES,672694.31
PALADIN GROUP,667287.48
ENVIRONICS RESEARCH GROUP,662736.24
ESRI,630637.67
ALTIS HUMAN RESOURCES,629885.94
CACHE COMPUTER CONSULTING,627283.32
CSDC SYSTEMS,554079.62
NUA OFFICE,512160.12
TELUS CANADA,509222.20
REDWOOD PERFORMANCE GROUP,482707.19
LRO STAFFING,479574.90
ECOLE DE LANGUES ABCE,456310.00
ADPEARL,436451.21
GRAND TOY,422964.48
TIREE,422191.32
CONFERENCE BOARD OF CANADA,418286.75
IPSOS,416839.12
ECLIPSYS SOLUTIONS,409731.38
PITNEY BOWES,396762.95
CISTEL TECHNOLOGY,389754.21
DYNAMIC PERSONNEL CONSULTANTS,388562.87
TOSHIBA CANADA,386347.14
QUORUS CONSULTING GROUP,363762.93
NIMBLE INFORMATION STRATEGIES,355911.46
HAWORTH,347144.42
MEDIA Q,333350.00
