d_vendor_name,overall_total
CANADIAN BANK NOTE COMPANY,422110262.68
VFS GLOBAL,210420651.02
VERITAAQ TECHNOLOGY HOUSE,64882625.28
MINDWIRE SYSTEMS,59284017.45
CANADIAN CORPS OF COMMISSIONAIRES,43175275.17
ORACLE CANADA,42662790.48
MODIS CANADA,39392842.10
RANDSTAD,38482736.79
MEDAVIE,29987876.03
MCKINSEY AND COMPANY,27739522.50
L AGENCE,27105442.05
FUJITSU,24987042.76
DELOITTE,20414753.70
ACCENTURE,20362830.27
MAPLESOFT CONSULTING,19729114.95
SI SYSTEMS,17940403.84
CGI,17704332.06
ADRM TECHNOLOGY CONSULTING,17512656.64
CORADIX TECHNOLOGY CONSULTING,17253406.59
GARTNER,16458678.66
"NAV CANADA",14999999.00
EXCEL HUMAN RESOURCES,13561361.00
MICROSOFT CANADA,12306875.70
DALIAN ENTERPRISES,12066253.82
VISA SERVICES,11674267.35
COSSETTE COMMUNICATIONS,9730536.74
XPERA RISK MITIGATION INVESTIGATION,8832069.70
ST JOHN AMBULANCE,8687628.66
IBM CANADA,8014525.85
NISHA TECHONOLOGIES,7279740.89
DYNABOOK CANADA,6487978.07
ADVANCED CHIPPEWA TECHNOLOGIES,6484658.52
IRON MOUNTAIN,6263647.74
CANADIAN RED CROSS,5097952.42
SAP,5039254.83
MISHKUMI TECHNOLOGIES,5025112.77
RICOH,4816772.17
MAKWA RESOURCING,4220593.32
PURESPIRIT SOLUTIONS,3676065.10
PRICEWATERHOUSE COOPERS,3577553.23
CALIAN,3324157.42
GILMORE REPRODUCTIONS,3048076.24
DATA REPRO COM,3035436.44
ACTION PERSONNEL OF OTTAWA HULL,2939721.51
CARAHSOFT TECHNOLOGY,2916478.09
COFOMO,2882630.00
IBISKA TELECOM,2628689.05
ADVANCED BUSINESS INTERIORS,2486543.44
NORTHERN MICRO,2159433.05
SAS INSTITUTE,2092184.11
NEPTUNE SECURITY SERVICES,2000000.00
PROCOM CONSULTANTS,1949253.87
TEKNION,1870548.19
TRM TECHNOLOGIES,1850070.43
LUMINA IT,1624556.31
HYPERTEC,1576005.35
THE AIM GROUP,1493431.50
OTTAWA CONVENTION CENTRE,1459425.23
CDW CANADA,1454092.79
TPG TECHNOLOGY CONSULTANTS,1413529.77
CBCI TELECOM,1368099.21
FORRESTER RESEARCH,1359069.86
DATA COMMUNICATIONS MANAGEMENT,1325680.80
ADGA GROUP,1323654.07
73719 NEWFOUNDLAND LABRADOR,1246539.59
GRAYBRIDGE INTERNATIONAL CONSULTING,1222150.91
MIREMS,998920.00
NITAM SOLUTIONS,964955.91
SYSTEMATIX SOLUTIONS,810806.21
XEROX,749594.83
EMTEC,736671.77
GARDA SECURITY GROUP,678924.56
CACHE COMPUTER CONSULTING,627283.32
