d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,11262.448369565218
1_facilities_and_construction,2018-2019,68990.88980298913
1_facilities_and_construction,2019-2020,67681.43751089889
1_facilities_and_construction,2020-2021,41350.56654676259
10_office_management,2017-2018,44256743.96916623
10_office_management,2018-2019,44357446.17411063
10_office_management,2019-2020,111681578.55117254
10_office_management,2020-2021,119204190.1792361
2_professional_services,2017-2018,33187875.058848664
2_professional_services,2018-2019,108449727.4616262
2_professional_services,2019-2020,81159059.44296844
2_professional_services,2020-2021,84128996.68442845
3_information_technology,2017-2018,86689844.81700422
3_information_technology,2018-2019,88356432.52049245
3_information_technology,2019-2020,97097386.45447783
3_information_technology,2020-2021,105271457.92360607
4_medical,2017-2018,5449607.455842392
4_medical,2018-2019,5449607.455842392
4_medical,2019-2020,5464537.887228261
4_medical,2020-2021,7067559.962848087
5_transportation_and_logistics,2017-2018,473220.84936751705
5_transportation_and_logistics,2018-2019,269789.76146387646
5_transportation_and_logistics,2019-2020,271757.0602216534
5_transportation_and_logistics,2020-2021,193405.5012731006
6_industrial_products_and_services,2017-2018,400102.6163147099
6_industrial_products_and_services,2018-2019,481399.93650816457
6_industrial_products_and_services,2019-2020,671401.292840863
6_industrial_products_and_services,2020-2021,1451120.1456061795
7_travel,2018-2019,3648.4848484848485
7_travel,2019-2020,19932.765151515152
7_travel,2020-2021,337339.16806591616
8_security_and_protection,2017-2018,4481379.8
8_security_and_protection,2018-2019,5326228.13
8_security_and_protection,2019-2020,6438803.2
8_security_and_protection,2020-2021,11402371.503464373
9_human_capital,2017-2018,884906.0205067768
9_human_capital,2018-2019,1494530.7788096478
9_human_capital,2019-2020,1773910.009478689
9_human_capital,2020-2021,2046013.5587705611
