d_fiscal_year,total,total_constant_2019_dollars
2017-2018,175834943.04,180357997.96
2018-2019,254257801.59,257408095.10
2019-2020,304646048.10,304015437.53
2020-2021,331143805.19,323406122.53
2021-2022,396858441.71,301107469.68
