owner_org,d_fiscal_year,total,total_constant_2019_dollars
ec,2019-2020,39953.81,39364.96
esdc-edsc,2019-2020,160516.90,156693.27
hc-sc,2017-2018,116357.63,119858.42
hc-sc,2018-2019,323578.69,329208.75
hc-sc,2019-2020,214451.34,212601.08
hc-sc,2020-2021,198468.39,189221.32
hc-sc,2021-2022,350431.70,327787.15
isc-sac,2018-2019,50000.00,50904.80
isc-sac,2020-2021,39550.00,37818.26
nrcan-rncan,2021-2022,106496.26,100182.66
pc,2017-2018,99742.32,102629.44
pc,2018-2019,126979.20,128683.93
pc,2019-2020,202159.64,202126.23
phac-aspc,2017-2018,0.00,0.00
phac-aspc,2018-2019,0.00,0.00
phac-aspc,2019-2020,62390.87,61830.59
phac-aspc,2020-2021,110558.12,105441.52
phac-aspc,2021-2022,59356.89,55673.85
pwgsc-tpsgc,2017-2018,14486.85,14945.43
pwgsc-tpsgc,2020-2021,36092.10,34365.78
pwgsc-tpsgc,2021-2022,392671.23,365200.60
wage,2020-2021,57487.50,54960.05
wage,2021-2022,86231.25,80691.84
