d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,258427.78900317842
1_facilities_and_construction,2018-2019,836161.6554932245
1_facilities_and_construction,2019-2020,279360.96523475955
1_facilities_and_construction,2020-2021,31057.101820890042
5_transportation_and_logistics,2017-2018,52150.54
5_transportation_and_logistics,2018-2019,25120.88
5_transportation_and_logistics,2019-2020,39846.07
5_transportation_and_logistics,2020-2021,41527.270000000004
6_industrial_products_and_services,2017-2018,3854235.5742570683
6_industrial_products_and_services,2018-2019,1611257.3952326784
6_industrial_products_and_services,2019-2020,829937.9199755199
6_industrial_products_and_services,2020-2021,2313808.52215478
