d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,258427.79,264642.61
1_facilities_and_construction,2018-2019,836161.66,847176.24
1_facilities_and_construction,2019-2020,279360.97,277121.15
1_facilities_and_construction,2020-2021,31057.10,29294.52
1_facilities_and_construction,2021-2022,19947.18,18801.03
5_transportation_and_logistics,2017-2018,52150.54,53460.85
5_transportation_and_logistics,2018-2019,25120.88,25381.99
5_transportation_and_logistics,2019-2020,39846.07,39008.36
5_transportation_and_logistics,2020-2021,41527.27,39417.32
5_transportation_and_logistics,2021-2022,93990.94,87564.84
6_industrial_products_and_services,2017-2018,3854235.57,3948034.62
6_industrial_products_and_services,2018-2019,1611257.40,1631668.97
6_industrial_products_and_services,2019-2020,829937.92,820345.38
6_industrial_products_and_services,2020-2021,2313808.52,2181983.48
6_industrial_products_and_services,2021-2022,1806179.66,1662965.21
