d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3547013.77,3654110.09
2018-2019,1757572.44,1789699.07
2019-2020,16657.33,16457.77
2020-2021,396387.13,377322.98
2021-2022,1172893.72,1097282.08
