d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2020-2021,457969.64,436260.95
1_facilities_and_construction,2021-2022,650499.94,600284.96
1_facilities_and_construction,2022-2023,1171966.55,1047201.43
2_professional_services,2019-2020,68223.75,66666.53
2_professional_services,2021-2022,39873.65,36764.81
