owner_org,d_fiscal_year,total,total_constant_2019_dollars
ec,2017-2018,21614.25,22212.39
nrc-cnrc,2018-2019,18126.57,18354.17
nrc-cnrc,2021-2022,10943.10,10256.98
pc,2017-2018,17987.22,18458.87
pc,2018-2019,11776398.22,11992891.04
pc,2019-2020,14260.00,14310.70
pc,2020-2021,6996432.75,6678689.28
pwgsc-tpsgc,2017-2018,15083839.68,15493827.42
pwgsc-tpsgc,2019-2020,4493245.97,4402987.41
pwgsc-tpsgc,2020-2021,12239065.51,11635315.87
pwgsc-tpsgc,2021-2022,55140104.81,51584721.02
tc,2017-2018,102339.30,104751.65
