d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,15186178.98,15634717.97
1_facilities_and_construction,2018-2019,11699191.98,11832956.32
1_facilities_and_construction,2019-2020,4493245.97,4485033.66
1_facilities_and_construction,2020-2021,19235498.26,18900254.16
1_facilities_and_construction,2021-2022,55151047.91,48383153.14
10_office_management,2017-2018,12316.50,12753.05
10_office_management,2018-2019,46885.50,47913.31
10_office_management,2019-2020,14260.00,14253.49
2_professional_services,2017-2018,21614.25,22370.49
6_industrial_products_and_services,2018-2019,47033.51,47782.27
