d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,403529.84,413751.76
1_facilities_and_construction,2018-2019,341063.02,346241.22
1_facilities_and_construction,2019-2020,59772.98,59442.34
1_facilities_and_construction,2020-2021,59216.15,56018.76
1_facilities_and_construction,2021-2022,61601.36,55828.44
10_office_management,2018-2019,384043.58,389497.69
10_office_management,2020-2021,29225.09,27518.87
11_defence,2017-2018,335493.10,343930.05
11_defence,2018-2019,637277.25,645178.77
11_defence,2019-2020,1974859.49,1967633.06
11_defence,2020-2021,274012.31,260077.04
11_defence,2021-2022,529559.41,490637.25
3_information_technology,2017-2018,434584.33,445247.64
3_information_technology,2018-2019,162353.86,165321.73
3_information_technology,2019-2020,221210.42,218556.25
3_information_technology,2020-2021,522823.89,497580.56
3_information_technology,2021-2022,160511.10,146576.74
5_transportation_and_logistics,2017-2018,24498.07,25075.54
5_transportation_and_logistics,2020-2021,28689.40,27014.46
5_transportation_and_logistics,2021-2022,10788.44,9744.12
6_industrial_products_and_services,2017-2018,524422.46,538132.56
6_industrial_products_and_services,2018-2019,590707.24,599253.07
6_industrial_products_and_services,2019-2020,360297.68,357047.99
6_industrial_products_and_services,2020-2021,404285.74,384788.01
6_industrial_products_and_services,2021-2022,409258.59,377640.71
8_security_and_protection,2021-2022,16032.44,14480.50
