d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,24408.00,25228.06
it_devices_equipment,2017-2018,45730.82,47153.11
it_devices_equipment,2018-2019,60061.09,61104.24
it_devices_equipment,2019-2020,106724.49,105965.70
it_devices_equipment,2020-2021,77876.07,74313.73
it_devices_equipment,2021-2022,130737.60,119086.73
it_devices_equipment,2022-2023,113980.16,101992.23
it_other,2017-2018,364445.51,375035.53
it_other,2018-2019,102292.77,104803.88
it_other,2019-2020,114485.93,112738.67
it_other,2020-2021,444947.82,424174.29
it_other,2021-2022,29773.50,27694.48
it_other,2022-2023,63460.06,56286.71
it_software_licensing,2022-2023,17204.11,15336.11
