d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,142644.89,144309.47
1_facilities_and_construction,2019-2020,52076.71,52237.86
11_defence,2017-2018,1039371.39,1071391.60
11_defence,2018-2019,265987.65,270736.84
11_defence,2019-2020,895038.79,887555.31
11_defence,2020-2021,229761.97,218523.75
11_defence,2021-2022,304960.21,284234.87
11_defence,2022-2023,119218.86,106725.14
2_professional_services,2018-2019,321817.81,327429.75
2_professional_services,2019-2020,203986.91,201240.70
2_professional_services,2020-2021,754868.69,719531.51
3_information_technology,2017-2018,482202.34,496513.63
3_information_technology,2018-2019,433435.33,440279.06
3_information_technology,2019-2020,116540.70,114779.54
3_information_technology,2020-2021,300598.72,285088.34
3_information_technology,2021-2022,70440.17,65641.93
3_information_technology,2022-2023,243901.69,217175.11
