normalized_vendor_name,original_vendor_name
WEIR CANADA,Weir Canada Inc.
WEIR CANADA,"WEIR CANADA, INC."
WEIR CANADA,WEIR CANADA INC.
WEIR CANADA,WEIR MARINE ENGINEERING
WEIR CANADA,WEIR CANADA INC
