d_fiscal_year,total,total_constant_2019_dollars
2017-2018,3748488.76,3855248.29
2018-2019,1747195.41,1767049.09
2019-2020,1426053.41,1405137.14
2020-2021,3665255.23,3486112.36
2021-2022,2870419.17,2716316.70
