d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,655285.50
11_defence,2018-2019,690519.16
11_defence,2019-2020,394155.89
11_defence,2020-2021,2001079.19
2_professional_services,2017-2018,100500.70
3_information_technology,2017-2018,2499821.10
3_information_technology,2018-2019,125864.25
3_information_technology,2019-2020,82846.05
5_transportation_and_logistics,2017-2018,301382.72
5_transportation_and_logistics,2018-2019,762257.92
5_transportation_and_logistics,2019-2020,704638.08
5_transportation_and_logistics,2020-2021,1631262.32
6_industrial_products_and_services,2017-2018,191498.74
6_industrial_products_and_services,2018-2019,168554.08
6_industrial_products_and_services,2019-2020,244413.39
6_industrial_products_and_services,2020-2021,32913.72
