d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
11_defence,2017-2018,655285.50,675546.45
11_defence,2018-2019,690519.16,698910.71
11_defence,2019-2020,394155.89,393568.89
11_defence,2020-2021,2001079.19,1890301.43
11_defence,2021-2022,1719132.52,1628009.88
2_professional_services,2017-2018,100500.70,103585.78
3_information_technology,2017-2018,2499821.10,2572372.28
3_information_technology,2018-2019,125864.25,128046.24
3_information_technology,2019-2020,82846.05,81006.54
3_information_technology,2021-2022,229504.80,213437.19
5_transportation_and_logistics,2017-2018,301382.72,309989.75
5_transportation_and_logistics,2018-2019,762257.92,771126.12
5_transportation_and_logistics,2019-2020,704638.08,692374.00
5_transportation_and_logistics,2020-2021,1631262.32,1546373.94
5_transportation_and_logistics,2021-2022,872411.27,811103.15
5_transportation_and_logistics,2022-2023,1025109.77,911170.69
6_industrial_products_and_services,2017-2018,191498.74,196967.65
6_industrial_products_and_services,2018-2019,168554.08,170445.73
6_industrial_products_and_services,2019-2020,244413.39,238854.34
6_industrial_products_and_services,2020-2021,32913.72,31013.80
6_industrial_products_and_services,2021-2022,49370.58,46753.69
