d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2018-2019,73450
11_defence,2017-2018,412064.5235975067
11_defence,2018-2019,410935.5796972395
2_professional_services,2019-2020,48816
6_industrial_products_and_services,2017-2018,3503229.798841526
6_industrial_products_and_services,2018-2019,1026281.423012554
6_industrial_products_and_services,2019-2020,1015303.3207520891
6_industrial_products_and_services,2020-2021,1335585.8367277246
NA,2017-2018,408777.5
NA,2018-2019,41948.990000000005
NA,2020-2021,24995.6
