owner_org,d_fiscal_year,total,total_constant_2019_dollars
cbsa-asfc,2017-2018,889504.19,916831.65
cbsa-asfc,2018-2019,873695.32,889665.58
cbsa-asfc,2019-2020,876089.01,869058.31
cbsa-asfc,2020-2021,1291534.82,1229886.77
cbsa-asfc,2021-2022,1289656.09,1212588.70
dnd-mdn,2017-2018,2669588.63,2758161.47
dnd-mdn,2018-2019,412542.38,420105.87
hc-sc,2017-2018,34227.70,35227.20
hc-sc,2019-2020,130000.85,127135.48
hc-sc,2021-2022,116570.80,107557.84
nrc-cnrc,2017-2018,279395.40,288350.82
nrc-cnrc,2018-2019,73450.00,74076.40
nrc-cnrc,2019-2020,35676.93,34827.08
nrcan-rncan,2017-2018,451355.90,463795.76
nrcan-rncan,2018-2019,192928.29,194960.50
nrcan-rncan,2019-2020,22352.53,21820.08
nrcan-rncan,2020-2021,69046.62,65486.70
nrcan-rncan,2021-2022,35653.76,32594.84
