d_fiscal_year,total,total_constant_2019_dollars
2017-2018,4324071.82,4440472.89
2018-2019,1552615.99,1575388.77
2019-2020,1064119.32,1052402.54
2020-2021,1360581.44,1289833.54
2021-2022,1441880.65,1342171.27
