owner_org,d_fiscal_year,total,total_constant_2019_dollars
infc,2017-2018,670785.58,688167.82
infc,2018-2019,670785.58,681217.28
infc,2019-2020,672623.34,666947.09
infc,2020-2021,670785.58,637695.91
infc,2021-2022,670785.58,622787.51
