d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,403214045.27521235
1_facilities_and_construction,2018-2019,418438427.81644154
1_facilities_and_construction,2019-2020,421830233.28639036
1_facilities_and_construction,2020-2021,312559743.19114465
10_office_management,2017-2018,14015201.951969497
10_office_management,2018-2019,17478260.33343658
10_office_management,2019-2020,13179940.362313285
10_office_management,2020-2021,11847945.362454487
2_professional_services,2017-2018,34153903.073119
2_professional_services,2018-2019,35784851.1622884
2_professional_services,2019-2020,36005882.77186012
2_professional_services,2020-2021,27588919.07304753
3_information_technology,2017-2018,13743886.779607838
3_information_technology,2018-2019,11016018.47404305
3_information_technology,2019-2020,13557015.922993513
3_information_technology,2020-2021,12638824.052700583
4_medical,2017-2018,127707.4541849392
4_medical,2018-2019,159188.18956937557
4_medical,2019-2020,126806.3051958588
4_medical,2020-2021,141112.0750700788
5_transportation_and_logistics,2017-2018,51393027.357349545
5_transportation_and_logistics,2018-2019,36601163.095754005
5_transportation_and_logistics,2019-2020,29261837.97967069
5_transportation_and_logistics,2020-2021,22794966.151310727
6_industrial_products_and_services,2017-2018,17259360.59043881
6_industrial_products_and_services,2018-2019,19664076.05689394
6_industrial_products_and_services,2019-2020,22019785.322943706
6_industrial_products_and_services,2020-2021,16043349.596993694
7_travel,2017-2018,16194.210000000001
7_travel,2018-2019,419291.42816037737
7_travel,2019-2020,175339.79554332633
7_travel,2020-2021,440845.00629629625
8_security_and_protection,2017-2018,3199690.0290966392
8_security_and_protection,2018-2019,2910458.550601499
8_security_and_protection,2019-2020,2737504.105007032
8_security_and_protection,2020-2021,2590188.7182508535
9_human_capital,2017-2018,650405.7572309455
9_human_capital,2018-2019,789277.5440695595
9_human_capital,2019-2020,767205.556726841
9_human_capital,2020-2021,1173036.9916585512
NA,2017-2018,35798.99692758476
NA,2019-2020,284937
NA,2020-2021,51880.65
