d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,270735.73,277771.43
1_facilities_and_construction,2018-2019,221116.67,224468.54
1_facilities_and_construction,2019-2020,1393400.39,1380342.68
1_facilities_and_construction,2020-2021,884921.00,841268.10
1_facilities_and_construction,2021-2022,264706.67,245529.29
6_industrial_products_and_services,2017-2018,5418.74,5561.60
8_security_and_protection,2017-2018,43731.30,44864.52
8_security_and_protection,2018-2019,43731.30,44411.38
8_security_and_protection,2019-2020,43851.11,43481.05
8_security_and_protection,2020-2021,53877.61,51264.08
8_security_and_protection,2021-2022,60490.10,56161.73
