d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,387471.80721480754
1_facilities_and_construction,2018-2019,1015314.5127851923
1_facilities_and_construction,2019-2020,137244.17727272728
1_facilities_and_construction,2020-2021,1020106.2287650086
10_office_management,2018-2019,50154.5
11_defence,2017-2018,62521.845119275145
11_defence,2018-2019,21961.492178098677
11_defence,2019-2020,2788.7671232876714
11_defence,2020-2021,1434126.7776263084
2_professional_services,2017-2018,11075752.441980073
2_professional_services,2018-2019,20769866.15919541
2_professional_services,2019-2020,33640307.688229576
2_professional_services,2020-2021,52485607.16772625
3_information_technology,2017-2018,5445729.510242308
3_information_technology,2018-2019,25752572.973431386
3_information_technology,2019-2020,64352340.42900529
3_information_technology,2020-2021,115195359.73330121
9_human_capital,2017-2018,990267.5223632539
9_human_capital,2018-2019,974882.1161943972
9_human_capital,2019-2020,691571.3589735038
9_human_capital,2020-2021,404287.8680175541
NA,2018-2019,424860.06000000006
NA,2020-2021,50030.67175858951
