d_fiscal_year,total,total_constant_2019_dollars
2017-2018,7989268.59,8196391.20
2018-2019,8078360.18,8202847.48
2019-2020,8870296.43,8791103.55
2020-2021,5955813.75,5662158.90
2021-2022,5824154.22,5407406.87
