d_most_recent_category,total,percentage
2_professional_services,67805853.06,0.8042
10_office_management,9498316.78,0.1127
3_information_technology,4869376.99,0.0578
1_facilities_and_construction,1064454.64,0.0126
5_transportation_and_logistics,758759.55,0.009
6_industrial_products_and_services,212416.85,0.0025
11_defence,102291.17,0.0012
