d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,919774.23,948028.02
it_consulting_services,2018-2019,1031051.20,1051793.07
it_consulting_services,2019-2020,900393.38,892478.40
it_consulting_services,2020-2021,883909.42,840969.62
it_consulting_services,2021-2022,739695.81,689407.48
it_consulting_services,2022-2023,126518.13,113182.99
it_other,2017-2018,15321.73,15795.34
it_other,2018-2019,399970.00,403706.37
it_other,2019-2020,15311.68,15189.54
it_other,2021-2022,45200.00,42023.60
it_other,2022-2023,15661.80,13903.72
