d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,30445.43
1_facilities_and_construction,2018-2019,286028.40
1_facilities_and_construction,2019-2020,462903.82
1_facilities_and_construction,2020-2021,78092.54
10_office_management,2017-2018,698121.78
10_office_management,2018-2019,692802.92
10_office_management,2019-2020,828261.72
10_office_management,2020-2021,1910661.73
11_defence,2017-2018,47201.36
11_defence,2018-2019,47201.36
11_defence,2019-2020,7888.45
2_professional_services,2017-2018,12969471.42
2_professional_services,2018-2019,15694310.65
2_professional_services,2019-2020,15846354.39
2_professional_services,2020-2021,13699631.05
3_information_technology,2017-2018,772664.19
3_information_technology,2018-2019,1172634.19
3_information_technology,2019-2020,790092.76
3_information_technology,2020-2021,866170.32
5_transportation_and_logistics,2017-2018,354369.57
5_transportation_and_logistics,2018-2019,230503.15
5_transportation_and_logistics,2019-2020,79753.48
5_transportation_and_logistics,2020-2021,79535.57
6_industrial_products_and_services,2017-2018,23040.89
6_industrial_products_and_services,2018-2019,54549.46
6_industrial_products_and_services,2019-2020,35814.09
6_industrial_products_and_services,2020-2021,35716.24
