d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,92087.12
1_facilities_and_construction,2018-2019,92087.12
1_facilities_and_construction,2019-2020,92339.41
1_facilities_and_construction,2020-2021,92087.12
1_facilities_and_construction,2021-2022,92087.12
2_professional_services,2017-2018,282571.16
2_professional_services,2018-2019,1106585.23
2_professional_services,2019-2020,1336198.91
2_professional_services,2020-2021,1229041.20
2_professional_services,2021-2022,1288052.61
