d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2017-2018,45164.70
1_facilities_and_construction,2018-2019,78533.87
1_facilities_and_construction,2020-2021,10653.64
10_office_management,2019-2020,11275.14
11_defence,2018-2019,87023.72
11_defence,2019-2020,78532.03
11_defence,2020-2021,187347.66
2_professional_services,2018-2019,132892.20
2_professional_services,2020-2021,29400.80
3_information_technology,2018-2019,45308.49
3_information_technology,2019-2020,55609.40
6_industrial_products_and_services,2017-2018,3586161.77
6_industrial_products_and_services,2018-2019,3058793.35
6_industrial_products_and_services,2019-2020,4933044.02
6_industrial_products_and_services,2020-2021,5262410.61
NA,2018-2019,10141.52
NA,2019-2020,19119.90
