d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2018-2019,10141.52,10246.27
0_other,2019-2020,19119.90,19146.12
0_other,2021-2022,46491.64,33072.08
1_facilities_and_construction,2017-2018,45164.70,45940.51
1_facilities_and_construction,2018-2019,78533.87,79485.91
1_facilities_and_construction,2020-2021,10653.64,10463.54
1_facilities_and_construction,2021-2022,61133.03,27565.00
10_office_management,2019-2020,11275.14,11270.00
11_defence,2018-2019,87023.72,88595.18
11_defence,2019-2020,78532.03,78322.48
11_defence,2020-2021,187347.66,183411.06
2_professional_services,2018-2019,132892.20,134273.93
2_professional_services,2020-2021,29400.80,28083.09
2_professional_services,2021-2022,79512.09,0.00
3_information_technology,2018-2019,45308.49,46051.23
3_information_technology,2019-2020,55609.40,55685.65
3_information_technology,2021-2022,98797.95,74997.49
4_medical,2021-2022,24907.35,0.00
5_transportation_and_logistics,2021-2022,24446.73,0.00
6_industrial_products_and_services,2017-2018,3586161.77,3658449.38
6_industrial_products_and_services,2018-2019,3058793.35,3096088.91
6_industrial_products_and_services,2019-2020,4933044.02,4920457.72
6_industrial_products_and_services,2020-2021,5262410.61,5078506.86
6_industrial_products_and_services,2021-2022,4182438.16,2235336.22
