owner_org,d_fiscal_year,total
aafc-aac,2017-2018,398834.97
aafc-aac,2018-2019,195657.65
aafc-aac,2019-2020,450734.75
aafc-aac,2020-2021,636054.79
aandc-aadnc,2018-2019,62990.55
csa-asc,2017-2018,11727.46
csa-asc,2020-2021,22875.965290102387
dfo-mpo,2017-2018,859685.41
dfo-mpo,2018-2019,781153.8614285714
dfo-mpo,2019-2020,403839.6885714286
dfo-mpo,2020-2021,986655.5071739131
dnd-mdn,2017-2018,92402.05846153846
dnd-mdn,2018-2019,189445.52
dnd-mdn,2019-2020,922876.8892424215
dnd-mdn,2020-2021,463963.8060893862
ec,2017-2018,1936249.0049086602
ec,2018-2019,1287067.932713246
ec,2019-2020,2363001.119564878
ec,2020-2021,2325045.096587342
nrc-cnrc,2017-2018,138550.43
nrc-cnrc,2018-2019,578842.63
nrc-cnrc,2019-2020,425700.2806730769
nrc-cnrc,2020-2021,356408.44932692306
nrcan-rncan,2017-2018,145719.54
nrcan-rncan,2018-2019,225581.51564102565
nrcan-rncan,2019-2020,130779.21435897436
nrcan-rncan,2020-2021,347675.95
pc,2017-2018,48157.6
pc,2018-2019,91953.49
pc,2019-2020,400648.55266528926
pc,2020-2021,351133.1448089197
