d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
2_professional_services,2017-2018,537544.96,550733.07
2_professional_services,2018-2019,997803.93,1013812.67
2_professional_services,2019-2020,986013.85,979211.97
2_professional_services,2020-2021,882211.99,839290.40
2_professional_services,2021-2022,1856752.44,1366438.70
3_information_technology,2017-2018,24577.50,25159.33
9_human_capital,2017-2018,76046.36,77892.95
9_human_capital,2018-2019,76640.45,78103.45
9_human_capital,2019-2020,3862.03,3768.56
9_human_capital,2020-2021,29367.48,27918.79
9_human_capital,2021-2022,4907.99,4640.81
