d_fiscal_year,total,total_constant_2019_dollars
2017-2018,1921000.00,1979028.24
2018-2019,903994.36,916912.62
2019-2020,791000.00,780808.56
2020-2021,847500.00,802909.49
2021-2022,1755247.55,1614025.26
2022-2023,1634720.27,1450641.18
