d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
10_office_management,2017-2018,430151.14,442531.94
10_office_management,2018-2019,394520.85,400305.16
10_office_management,2019-2020,395326.09,390689.09
10_office_management,2020-2021,342723.52,323208.35
10_office_management,2021-2022,584868.85,536521.22
10_office_management,2022-2023,481321.30,430733.99
3_information_technology,2017-2018,225466.46,232587.38
3_information_technology,2018-2019,35008.07,35335.10
3_information_technology,2019-2020,487251.75,482757.86
3_information_technology,2020-2021,353437.50,337083.82
3_information_technology,2021-2022,204830.79,189759.12
3_information_technology,2022-2023,152859.16,137223.51
6_industrial_products_and_services,2022-2023,89111.92,79002.02
9_human_capital,2017-2018,11404.28,11730.53
9_human_capital,2018-2019,78223.04,79593.20
9_human_capital,2021-2022,15455.48,13971.51
9_human_capital,2022-2023,47225.09,42409.58
