d_fiscal_year,total,total_constant_2019_dollars
2017-2018,667021.88,683520.04
2018-2019,507751.96,513826.76
2019-2020,882577.84,872922.12
2020-2021,696161.02,659417.39
2021-2022,805678.97,739822.02
