d_fiscal_year,total,total_constant_2019_dollars
2017-2018,489518.88,504522.27
2018-2019,489518.88,498466.79
2019-2020,719486.53,713712.58
2020-2021,717520.72,684065.93
2021-2022,717520.72,671427.94
