d_most_recent_category,d_fiscal_year,total
11_defence,2017-2018,24636.16
2_professional_services,2017-2018,62907.89988267501
2_professional_services,2018-2019,62907.89988267501
2_professional_services,2019-2020,63080.25029331248
2_professional_services,2020-2021,62907.89988267501
3_information_technology,2017-2018,1848744.0874640597
3_information_technology,2018-2019,1848744.0874640597
3_information_technology,2019-2020,1853809.1397584816
3_information_technology,2020-2021,1848744.0874640597
4_medical,2017-2018,42376.17643835616
4_medical,2018-2019,22268.863561643837
4_medical,2020-2021,0
6_industrial_products_and_services,2017-2018,11461.17
6_industrial_products_and_services,2018-2019,1394555.4300000002
6_industrial_products_and_services,2019-2020,19771.58857142857
6_industrial_products_and_services,2020-2021,17947.27142857143
9_human_capital,2017-2018,14039.999999999998
