d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,199598.59,202415.54
1_facilities_and_construction,2021-2022,385785.24,350783.19
2_professional_services,2019-2020,96067.27,93778.87
2_professional_services,2020-2021,876613.83,835741.24
2_professional_services,2021-2022,4803.36,4576.69
3_information_technology,2017-2018,21804.24,22405.10
3_information_technology,2018-2019,167517.98,170270.07
3_information_technology,2019-2020,749113.30,741945.33
3_information_technology,2020-2021,859239.17,819254.19
3_information_technology,2021-2022,739199.41,690841.77
