owner_org,d_fiscal_year,total,total_constant_2019_dollars
dfatd-maecd,2017-2018,2859178.36,2935820.13
dfatd-maecd,2018-2019,2859178.36,2895665.80
dfatd-maecd,2019-2020,2867011.72,2861139.33
dfatd-maecd,2020-2021,2859178.36,2799100.55
dfatd-maecd,2021-2022,2859178.36,2171947.45
