d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,239345.25,245467.84
0_other,2018-2019,132162.37,134830.20
10_office_management,2017-2018,225725.03,231796.93
10_office_management,2019-2020,309736.68,306628.23
10_office_management,2020-2021,350012.04,332746.04
10_office_management,2021-2022,350012.04,273802.03
11_defence,2017-2018,6535560.00,6699108.28
11_defence,2018-2019,3097127.16,3138924.49
11_defence,2019-2020,401739.74,398403.53
11_defence,2020-2021,889891.74,839679.79
11_defence,2021-2022,639273.02,467867.22
2_professional_services,2017-2018,951127.26,975774.07
2_professional_services,2018-2019,13135.24,13339.51
2_professional_services,2019-2020,13171.22,13060.07
2_professional_services,2020-2021,23804.25,22629.99
2_professional_services,2021-2022,23804.25,18621.22
3_information_technology,2017-2018,17507284.76,17955471.78
3_information_technology,2018-2019,15711489.78,15942249.57
3_information_technology,2019-2020,11139895.98,11073911.55
3_information_technology,2020-2021,13963531.22,13274622.86
3_information_technology,2021-2022,14612825.06,11328200.15
6_industrial_products_and_services,2017-2018,55341.02,56722.96
6_industrial_products_and_services,2018-2019,101928.29,103398.76
6_industrial_products_and_services,2019-2020,9086.75,9084.55
9_human_capital,2017-2018,63295.98,65013.11
9_human_capital,2018-2019,1424.94,1438.96
9_human_capital,2019-2020,35826.96,35547.08
