d_most_recent_category,d_fiscal_year,total
10_office_management,2017-2018,225725.02773764037
10_office_management,2019-2020,309736.6781930185
10_office_management,2020-2021,350012.0357289528
11_defence,2017-2018,6535559.995250583
11_defence,2018-2019,3097127.1583227552
11_defence,2019-2020,401739.7368936079
11_defence,2020-2021,889891.7371329057
2_professional_services,2017-2018,951127.2553260651
2_professional_services,2018-2019,13135.23662282324
2_professional_services,2019-2020,13171.22357247481
2_professional_services,2020-2021,23804.24662282324
3_information_technology,2017-2018,17507284.764316466
3_information_technology,2018-2019,15711489.779318327
3_information_technology,2019-2020,11139895.984122308
3_information_technology,2020-2021,13963531.21961397
6_industrial_products_and_services,2017-2018,55341.01818141197
6_industrial_products_and_services,2018-2019,101928.29384209016
6_industrial_products_and_services,2019-2020,9086.748319122753
9_human_capital,2017-2018,63295.98446280993
9_human_capital,2018-2019,1424.9360655737705
9_human_capital,2019-2020,35826.96393442623
NA,2017-2018,239345.25270910803
NA,2018-2019,132162.36729089194
