d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2018-2019,527320.07,535879.79
1_facilities_and_construction,2019-2020,678199.96,672757.34
1_facilities_and_construction,2020-2021,485580.34,463129.88
2_professional_services,2018-2019,25000.00,25493.52
2_professional_services,2019-2020,146057.02,142577.83
2_professional_services,2020-2021,530868.36,506788.33
2_professional_services,2021-2022,423701.97,394810.23
3_information_technology,2017-2018,127067.92,130603.58
3_information_technology,2018-2019,380162.21,387111.19
3_information_technology,2019-2020,381203.75,378144.55
