d_vendor_name,overall_total
ALTIS HUMAN RESOURCES,1413639.80
EXCEL HUMAN RESOURCES,878873.38
BELL CANADA,626628.44
CBCI TELECOM,584936.84
UBIQUS CANADA,577945.00
CORCAN,469080.00
MICROSOFT CANADA,463886.41
SAMSON ASSOCIES,449002.61
GARTNER,435200.25
NISHA TECHONOLOGIES,420944.61
BLACKBERRY,412679.88
NORTHERN MICRO,406942.98
ZYCOM,394208.62
LIONBRIDGE,383452.50
PURESPIRIT SOLUTIONS,383367.58
QMR,379398.61
NEWFOUND RECRUITING,296529.15
HEWLETT PACKARD,284759.44
ADVANCED CHIPPEWA TECHNOLOGIES,284408.56
PRA,277305.00
N12 CONSULTING,254983.22
RTG PROTECH,243718.75
BRECKENHILL,240269.23
UNIVERSITY OF CALGARY,218312.58
SOFTCHOICE,212074.66
DONNA CONA,191723.70
CALIAN,184668.26
ENVIRONICS RESEARCH GROUP,162751.89
LEVERAGE TECHNOLOGY RESOURCES,159899.08
MAPLESOFT CONSULTING,145522.83
CISION CANADA,144625.34
HYPERACTIVE PRODUCTIONS,129164.65
THE AIM GROUP,127475.66
SYSTEMSCOPE,111196.31
ACTION PERSONNEL OF OTTAWA HULL,105534.12
JUMPING ELEPHANTS,100456.70
XEROX,84894.69
ARTEMP PERSONNEL SERVICES,84722.20
STRATOS,82276.04
STIFF SENTENCES,79907.62
FERENCE COMPANY CONSULTING,79850.14
GRAYBRIDGE INTERNATIONAL CONSULTING,77867.05
MAXSYS STAFFING AND CONSULTING,76145.66
GOSS GILROY,73946.25
MISHKUMI TECHNOLOGIES,72395.28
MEDIA Q,67246.25
RAYMOND CHABOT GRANT THORNTON,66613.65
HYPERTEC,64562.90
IDS SYSTEMS CONSULTANTS,60095.15
KNOWLEDGE CIRCLE LEARNING SERVICES,54958.95
FORD MOTOR COMPANY,49627.20
UNIVERSITY OF WESTERN ONTARIO,48995.56
MELTWATER,45312.75
BROOKFIELD GLOBAL INTEGRATED SOLUTIONS,45014.66
ACOSYS CONSULTING SERVICES,44840.25
TURTLE ISLAND STAFFING,43914.25
CANADIAN CORPS OF COMMISSIONAIRES,42398.55
FOX TRANSLATIONS,40000.00
UNIVERSITY OF NEW BRUNSWICK,40000.00
ERNST YOUNG,39896.33
UNIVERSITY OF OTTAWA,39800.00
CSI CONSULTING,39668.10
VERSACOM,39000.00
UNIVERSITY OF WATERLOO,38030.19
MNP,35412.30
SENSUS COMMUNICATION SOLUTIONS,30502.87
SDL INTERNATIONAL CANADA,30353.40
UNIVERSITY OF TORONTO,30000.00
"NATTIQ",29185.25
PHASELOCK SYSTEMS INTERNATIONAL,24989.82
UNIVERSITY OF SASKATCHEWAN,24931.50
PRINTERS PLUS,24849.10
ECOLE DE LANGUES ABCE,24048.00
INSTITUTE ON GOVERNANCE,24000.00
ANTHONY MACAULEY ASSOCIATES,23688.88
QUANTUM MANAGEMENT SERVICES,23344.52
ITEX,21866.87
CSDC SYSTEMS,16916.93
ADVANCED BUSINESS INTERIORS,14169.06
EKOS RESEARCH ASSOCIATES,13797.00
LANGUAGE MARKETPLACE,11336.54
SOLIDCAD,11313.33
NEWS CANADA,10094.81
FAST FORWARD FRENCH,3916.67
VIDCRUITER,3726.34
