d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,16901.89655670103
1_facilities_and_construction,2020-2021,3619.0163917525774
10_office_management,2017-2018,5213.75902200489
10_office_management,2018-2019,98410.46807004532
10_office_management,2019-2020,584516.4840794979
10_office_management,2020-2021,17616.01103556485
2_professional_services,2018-2019,445215.5158720373
2_professional_services,2019-2020,2431456.2864225283
2_professional_services,2020-2021,5107796.099620727
3_information_technology,2017-2018,63978.25879204893
3_information_technology,2018-2019,565196.8052049853
3_information_technology,2019-2020,1215408.1399193278
3_information_technology,2020-2021,1402529.4552740327
4_medical,2020-2021,10922.62
7_travel,2019-2020,19685.664565217394
7_travel,2020-2021,3295.705434782609
8_security_and_protection,2019-2020,103123.8
8_security_and_protection,2020-2021,11703.550562347189
9_human_capital,2018-2019,15412.186087756174
9_human_capital,2019-2020,168593.63970780795
9_human_capital,2020-2021,153744.5075453136
