d_most_recent_category,d_fiscal_year,total
11_defence,2019-2020,25992.09
11_defence,2020-2021,12637.37
3_information_technology,2017-2018,32023613.98
3_information_technology,2018-2019,31252611.95
3_information_technology,2019-2020,30177579.01
3_information_technology,2020-2021,12302293.52
