owner_org,d_fiscal_year,total,total_constant_2019_dollars
dnd-mdn,2019-2020,25992.09,25769.30
dnd-mdn,2020-2021,12637.37,12005.84
dnd-mdn,2021-2022,11422.13,8935.13
fja-cmf,2017-2018,3009.21,3080.14
fja-cmf,2018-2019,9194.79,9354.98
fja-cmf,2019-2020,12204.00,12101.01
fja-cmf,2020-2021,12204.00,11601.98
fja-cmf,2021-2022,1323.28,0.00
ssc-spc,2017-2018,32020604.78,32849389.20
ssc-spc,2018-2019,31243417.15,31730614.86
ssc-spc,2019-2020,30165375.01,29919873.02
ssc-spc,2020-2021,12290089.52,11683880.77
ssc-spc,2021-2022,11599059.55,9063654.05
