d_fiscal_year,total,total_constant_2019_dollars
2017-2018,539018.16,554680.45
2018-2019,1134189.78,1153458.23
2019-2020,1831843.07,1816381.92
2020-2021,551455.33,525728.86
2021-2022,1493865.50,1356875.24
2022-2023,328884.88,293572.90
