owner_org,d_fiscal_year,total
cas-satj,2017-2018,1665.4360465116279
cas-satj,2018-2019,9352.063953488372
cbsa-asfc,2019-2020,55934.99999999999
cnsc-ccsn,2017-2018,80804.83924983256
cnsc-ccsn,2018-2019,74163.34561286001
csa-asc,2017-2018,11187
dnd-mdn,2017-2018,664561.2946305771
dnd-mdn,2018-2019,1239844.1191281562
dnd-mdn,2019-2020,567018.9121171599
dnd-mdn,2020-2021,950251.3838741167
ec,2017-2018,198886.01676360506
ec,2018-2019,42831.118715847
ec,2019-2020,110071.81
ec,2020-2021,46843.25
esdc-edsc,2018-2019,94860
esdc-edsc,2019-2020,8607.432819383259
esdc-edsc,2020-2021,37072.864574155654
nrc-cnrc,2018-2019,13085.4
nrc-cnrc,2019-2020,42521.554655870445
nrc-cnrc,2020-2021,78655.97439173322
nrcan-rncan,2017-2018,107691.01409836065
nrcan-rncan,2018-2019,44679.2
nrcan-rncan,2020-2021,131220
phac-aspc,2017-2018,219329.3192518248
phac-aspc,2018-2019,219329.3192518248
phac-aspc,2019-2020,322589.74530587415
phac-aspc,2020-2021,290016.43619047623
