d_fiscal_year,total,total_constant_2019_dollars
2017-2018,408966.28,419152.88
2018-2019,735527.44,746965.98
2019-2020,737542.58,731318.48
2020-2021,735527.44,699244.08
2021-2022,735527.44,682896.77
