d_most_recent_category,d_fiscal_year,total
1_facilities_and_construction,2019-2020,805664.2335766423
1_facilities_and_construction,2020-2021,2297401.916058394
11_defence,2017-2018,1059257.381543588
11_defence,2018-2019,885167.7133302132
11_defence,2019-2020,1086680.3405487305
11_defence,2020-2021,905028.119044499
5_transportation_and_logistics,2017-2018,1823182.6373770493
5_transportation_and_logistics,2018-2019,2964.2852459016394
5_transportation_and_logistics,2019-2020,49514.79
6_industrial_products_and_services,2017-2018,5054274.640536182
6_industrial_products_and_services,2018-2019,11144572.029217675
6_industrial_products_and_services,2019-2020,3310858.758426184
6_industrial_products_and_services,2020-2021,772898.8393673975
