d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1916836.14,1975551.49
1_facilities_and_construction,2018-2019,1842953.86,1877844.70
1_facilities_and_construction,2019-2020,2283593.75,2260449.41
1_facilities_and_construction,2020-2021,2901961.90,2763109.00
1_facilities_and_construction,2021-2022,3131046.97,2909614.90
1_facilities_and_construction,2022-2023,3646051.78,3260116.71
2_professional_services,2017-2018,893200.54,920452.74
2_professional_services,2018-2019,1043365.75,1063755.04
2_professional_services,2019-2020,941060.65,932726.64
2_professional_services,2020-2021,311259.40,296188.43
2_professional_services,2021-2022,38898.30,35406.73
2_professional_services,2022-2023,17056.56,15094.13
3_information_technology,2017-2018,128281.80,132247.13
3_information_technology,2018-2019,128281.80,130740.09
3_information_technology,2019-2020,103724.80,102794.85
3_information_technology,2020-2021,112677.23,107304.86
3_information_technology,2021-2022,56492.97,53275.91
