d_fiscal_year,total,total_constant_2019_dollars
2017-2018,37413608.89,38560307.49
2018-2019,37413608.89,38097491.43
2019-2020,37516111.93,37215041.34
2020-2021,37413608.89,35669179.36
2021-2022,37413608.89,35010197.63
