d_fiscal_year,total,total_constant_2019_dollars
2017-2018,306836.47,314641.36
2018-2019,746847.83,756831.24
2019-2020,1378913.51,1371053.98
2020-2021,505189.10,478992.75
2021-2022,1055623.88,982680.92
