d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,17392037.78,17844002.31
it_consulting_services,2018-2019,18833563.63,19134623.18
it_consulting_services,2019-2020,16246687.56,16114838.53
it_consulting_services,2020-2021,16086808.03,15284003.61
it_consulting_services,2021-2022,14656533.49,13608029.01
it_devices_equipment,2017-2018,6533716.01,6698027.08
it_devices_equipment,2018-2019,20115057.50,20369179.30
it_devices_equipment,2019-2020,24930177.55,24646035.22
it_devices_equipment,2020-2021,49031074.45,46469888.80
it_devices_equipment,2021-2022,46513039.44,43115340.02
it_other,2017-2018,260247212.22,266965571.39
it_other,2018-2019,294886825.45,299401329.40
it_other,2019-2020,286184151.57,283731906.89
it_other,2020-2021,258422314.71,245752465.76
it_other,2021-2022,218917761.11,203148791.96
it_software_licensing,2017-2018,8408125.56,8623593.01
it_software_licensing,2018-2019,9303657.15,9443973.11
it_software_licensing,2019-2020,5575445.34,5536163.03
it_software_licensing,2020-2021,4910130.93,4662718.08
it_software_licensing,2021-2022,4229196.64,3927508.34
