owner_org,d_fiscal_year,total
aafc-aac,2017-2018,340322.1
aafc-aac,2018-2019,946549.5319514661
aafc-aac,2019-2020,1431561.3528135612
aafc-aac,2020-2021,1645619.516824367
aandc-aadnc,2018-2019,485131.25999999995
acoa-apeca,2017-2018,643235.25
acoa-apeca,2018-2019,643235.25
cas-satj,2019-2020,34477.69075239398
cas-satj,2020-2021,609830.639247606
cbsa-asfc,2017-2018,411481.5257815589
cbsa-asfc,2018-2019,1247571.963327571
cbsa-asfc,2019-2020,2772182.8920318247
cbsa-asfc,2020-2021,849995.9196237221
ced-dec,2019-2020,67000.88
ced-dec,2020-2021,273648.26
cer-rec,2017-2018,1755140.1
cer-rec,2018-2019,2000000.0000000002
cer-rec,2019-2020,117013.44827586206
cer-rec,2020-2021,103166.55172413793
cgc-ccg,2020-2021,37214.23219178082
chrc-ccdp,2019-2020,119718.77
chrc-ccdp,2020-2021,102406.78565955117
cihr-irsc,2018-2019,13058.303424657533
cihr-irsc,2019-2020,17538.800514736406
cihr-irsc,2020-2021,2673.2060606060604
cra-arc,2017-2018,2833729.818829343
cra-arc,2018-2019,2866799.6140981605
cra-arc,2019-2020,3577296.406899784
cra-arc,2020-2021,2833729.818829343
csa-asc,2017-2018,68182.26
csa-asc,2019-2020,28808.13
csc-scc,2017-2018,583949.87
csc-scc,2018-2019,556933.3400000001
csc-scc,2019-2020,115260.00000000001
cta-otc,2020-2021,84128.86912312715
dfatd-maecd,2017-2018,5426606.87273842
dfatd-maecd,2018-2019,2942752.035154767
dfatd-maecd,2019-2020,2211593.5412181467
dfatd-maecd,2020-2021,2485102.1230277186
dfo-mpo,2017-2018,2860333.787910109
dfo-mpo,2018-2019,1107173.1817148724
dfo-mpo,2019-2020,1226839.340375019
dfo-mpo,2020-2021,274037.71
dnd-mdn,2017-2018,3594411.9868796566
dnd-mdn,2018-2019,5963238.064280007
dnd-mdn,2019-2020,4263573.380270566
dnd-mdn,2020-2021,7743479.0865798155
ec,2017-2018,308456.91094284673
ec,2018-2019,295234.78094284673
ec,2019-2020,296043.6433563888
ec,2020-2021,295234.78094284673
elections,2017-2018,11086.96
elections,2018-2019,1811949.8839705884
elections,2019-2020,4555866.292160244
elections,2020-2021,4557877.800141336
esdc-edsc,2017-2018,1364603.78
