d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,44979.84,46370.22
it_consulting_services,2018-2019,24645.09,24984.31
it_consulting_services,2019-2020,32687.20,31941.11
it_consulting_services,2020-2021,55363.96,52656.50
it_devices_equipment,2017-2018,549788.74,566783.30
it_devices_equipment,2018-2019,549788.74,560324.42
it_devices_equipment,2019-2020,17270.75,17004.09
it_devices_equipment,2020-2021,624537.88,594747.21
it_devices_equipment,2021-2022,615691.70,572465.75
it_devices_equipment,2022-2023,607520.60,543611.98
it_software_licensing,2017-2018,3081729.97,3176989.56
it_software_licensing,2018-2019,3088613.31,3147733.25
it_software_licensing,2019-2020,3458965.43,3430510.54
it_software_licensing,2020-2021,12011709.85,11438887.79
it_software_licensing,2021-2022,132784.52,123153.69
it_software_licensing,2022-2023,4374226.57,3914104.46
