d_most_recent_it_subcategory,d_fiscal_year,total,total_constant_2019_dollars
it_consulting_services,2017-2018,26603.02,27425.35
it_consulting_services,2018-2019,34979.20,35567.24
it_consulting_services,2019-2020,549673.52,538029.00
it_consulting_services,2020-2021,1014598.30,965395.16
it_consulting_services,2021-2022,1509382.97,1397102.39
it_consulting_services,2022-2023,2083908.61,1869182.96
it_software_licensing,2017-2018,15310.35,15771.96
it_software_licensing,2018-2019,10597.30,10855.42
it_software_licensing,2021-2022,13183.28,11917.48
it_software_licensing,2022-2023,4783.51,4247.13
