owner_org,d_fiscal_year,total
aafc-aac,2019-2020,149383.3428156749
aafc-aac,2020-2021,929367.9373004355
cer-rec,2017-2018,15310.348342549923
cer-rec,2018-2019,10597.301657450078
dfo-mpo,2017-2018,882938.8199717514
dfo-mpo,2018-2019,122024.63355163726
dfo-mpo,2019-2020,629376.5464483626
dfo-mpo,2020-2021,667295.8200000001
dnd-mdn,2017-2018,10892.63827912108
dnd-mdn,2018-2019,21066.723521370688
dnd-mdn,2019-2020,205888.26738738743
dnd-mdn,2020-2021,95738.05762510285
ec,2020-2021,69829.07650060754
hc-sc,2018-2019,24723.17
nrc-cnrc,2017-2018,1179854.53
nrc-cnrc,2018-2019,289360.46683503134
nrc-cnrc,2019-2020,2025135.7331649684
nrc-cnrc,2020-2021,744202.76
ps-sp,2017-2018,26603.020089686095
ps-sp,2018-2019,34979.197458486575
ps-sp,2019-2020,45969.15384196186
ps-sp,2020-2021,7273.908493150686
