d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
1_facilities_and_construction,2017-2018,1421064.38,1460248.34
1_facilities_and_construction,2018-2019,474063.17,478822.72
1_facilities_and_construction,2019-2020,476243.75,474695.53
1_facilities_and_construction,2020-2021,166750.00,165078.09
1_facilities_and_construction,2021-2022,1485170.95,735198.38
2_professional_services,2020-2021,35977.06,35064.83
5_transportation_and_logistics,2017-2018,68310.69,69484.09
5_transportation_and_logistics,2019-2020,309288.36,308218.29
5_transportation_and_logistics,2020-2021,675246.18,661236.34
5_transportation_and_logistics,2021-2022,176235.32,81708.81
