d_most_recent_category,d_fiscal_year,total,total_constant_2019_dollars
0_other,2017-2018,667145.97,687768.17
0_other,2018-2019,667145.97,679930.58
0_other,2019-2020,413148.61,412462.63
0_other,2021-2022,11300.00,10380.01
1_facilities_and_construction,2017-2018,58862.31,60681.80
1_facilities_and_construction,2018-2019,223090.60,225524.94
1_facilities_and_construction,2019-2020,243319.40,242640.85
1_facilities_and_construction,2021-2022,224250.00,207971.58
2_professional_services,2017-2018,2065540.73,2129317.48
2_professional_services,2018-2019,1835362.92,1869266.68
2_professional_services,2019-2020,2169111.71,2148215.46
2_professional_services,2020-2021,1998440.76,1904746.28
2_professional_services,2021-2022,1128973.06,1047461.04
2_professional_services,2022-2023,639551.60,571977.42
3_information_technology,2017-2018,25990.00,26732.23
3_information_technology,2018-2019,44577.25,45239.11
3_information_technology,2019-2020,76597.53,75986.52
3_information_technology,2020-2021,101682.75,96737.32
3_information_technology,2021-2022,76388.25,71020.12
9_human_capital,2017-2018,24990.00,25727.00
9_human_capital,2018-2019,221737.32,225431.70
9_human_capital,2019-2020,265067.34,263059.72
9_human_capital,2020-2021,726340.05,692912.64
9_human_capital,2021-2022,771868.71,718262.85
9_human_capital,2022-2023,796322.03,712303.32
