normalized_vendor_name,original_vendor_name
EXCALIBUR ENVIRONMENTAL SERVICES,Excalibur Environmental Services Ltd
EXCALIBUR ENVIRONMENTAL SERVICES,Excalibur Environmental Services Ltd.
EXCALIBUR ENVIRONMENTAL SERVICES,Excalibur Environmental Services
